user-id,feature
134723,[-1.54181137 -0.21887014  0.15271783]
134732,[0. 0. 0.]
134761,[0. 0. 0.]
134784,[0. 0. 0.]
134837,[-2.13047767e+01 -5.19270692e-04  2.12222522e-02]
134890,[5.09744008 0.60364712 2.44791414]
134900,[1.57948527 0.39386897 0.87436391]
134948,[ 2.84904706  0.27541705 -2.5555024 ]
134999,[-2.38409415 -0.08366591  0.03750146]
135037,[-0. -0.  0.]
135045,[-4.61461507e+12 -1.61760140e-19  4.66970262e-10]
135074,[12.91599747  0.02815072 -1.5684298 ]
135176,[ 5.03117428  0.1549357  -0.35207878]
135181,[-3.33719966 -1.7021713  -3.78895599]
135195,[3.09868192 0.91204964 2.75968399]
135265,[-0. -0.  0.]
135277,[ 0.65784284  0.1085775  -0.26762695]
135320,[ 2.25942619  0.27850388 -1.51241652]
135329,[3.76809567 0.14704413 1.52538579]
135351,[-0. -0.  0.]
135360,[ 0.  0. -0.]
135367,[ 0.  0. -0.]
135398,[1.61556456e+01 2.08140044e-03 2.40753928e-03]
135411,[0. 0. 0.]
135458,[0. 0. 0.]
135652,[ 0.  0. -0.]
135673,[0. 0. 0.]
135703,[-9.16972860e+01 -1.79713949e-02 -1.02954330e-03]
135704,[-2.57247438 -0.25239133  0.75572403]
135753,[-0. -0. -0.]
135763,[3.3428873  0.70621334 2.18689515]
135766,[3.15957463 0.41694953 0.61256251]
135768,[4.41256435 0.10537224 0.11482889]
135776,[1.21050612 0.04330894 0.00352671]
135778,[ 0.  0. -0.]
135799,[-2.53862416e+00 -1.59872120e-03 -5.07595257e-03]
135811,[-3.11186676 -0.42805698  0.11475607]
135833,[-1.030095   -0.13451263  0.3296351 ]
135869,[-0. -0.  0.]
135871,[-2.69263928 -0.28858917 -0.52246476]
135957,[-0. -0. -0.]
135959,[-0. -0. -0.]
135974,[ 5.21616457  0.32012004 -0.02189526]
135996,[ 0.72548522  0.09850465 -0.1998772 ]
136011,[-1.46755517 -0.18265927  0.97982399]
136037,[ 0.85746702  0.14880287 -0.02851436]
136061,[-1.60366769 -0.0328968   0.1018087 ]
136071,[1.86473434e+02 7.30866168e-04 2.51309637e-03]
136193,[-3.52725621e+00  8.89668320e-05  1.86045648e-02]
136205,[-6.89964010e+06 -7.62768547e-09 -2.76239331e-10]
136234,[-1.52076926e+01 -1.30607041e-01  5.62712579e-05]
136240,[-10.21954189  -0.20103806  -1.57884172]
136252,[ 1.97614106e+05  4.88932150e-07 -1.94102745e-05]
136313,[8.15048474 0.22917985 1.75046597]
136326,[-0. -0. -0.]
136348,[0. 0. 0.]
136357,[ 8.34090965  0.06707423 -0.25269154]
136396,[1.75393109 0.02257678 0.00599262]
136425,[-2.60816541 -0.28892223 -0.312382  ]
136465,[-1.55523704 -0.32779579 -0.37909646]
136491,[-6.34341440e+01 -4.32222648e-03  9.46164904e-05]
136509,[3.30443685e+02 4.53004081e-04 3.92200749e-04]
136561,[1.18621647 0.08340943 0.29065422]
136633,[-1.64937838 -0.365985   -1.07785063]
136662,[ 1.42553543  0.17890839 -0.00858838]
136735,[-0.40011386 -0.00384445  0.00816389]
136747,[ 1.40672222  0.13175513 -0.35556987]
136755,[-3.31343809 -0.92184581 -1.96098615]
136782,[4.48229663 0.1168447  0.92448477]
136791,[1.58122254 0.46081199 1.32353826]
136829,[ 2.66872786  0.25060954 -1.6386358 ]
136905,[2.01453772 0.10645517 1.08010908]
137065,[ 1.32477847e+00 -5.54830373e-04 -1.10834546e-01]
137136,[-0. -0.  0.]
137190,[-0. -0.  0.]
137222,[-4.05608823 -0.2569504   2.62827774]
137336,[-3.60588618e+01 -1.57183518e-02  2.41936966e-01]
137348,[-0. -0. -0.]
137384,[0. 0. 0.]
137397,[0. 0. 0.]
137434,[2.72959063 0.78794251 2.13883309]
137437,[-0. -0. -0.]
137480,[-2.58263661 -0.2408232   1.15747718]
137515,[4.05242904 0.13773586 0.35444269]
137524,[ 0.16571971 -0.05654404 -0.01849196]
137587,[-0. -0. -0.]
137589,[2.68807576e+04 1.71818869e-06 9.99956907e-09]
137620,[0.98049778 0.11626617 0.22725433]
137627,[-2.71988121 -0.27108805 -0.56630567]
137630,[ 3.32773755  0.76857063 -0.20696012]
137678,[3.19104726 0.39709911 1.10478775]
137688,[-0. -0. -0.]
137742,[-1.82556267e+01 -3.87522412e-03  3.47525981e-03]
137803,[-3.23898782 -0.73079437 -1.21930407]
138010,[ 0.  0. -0.]
138018,[ 3.08674612  0.30546129 -0.85523821]
138073,[21.2191162   0.02885333  0.80423421]
138097,[ 1.50189709e+03  1.96040564e-04 -3.39859561e-02]
138124,[-0. -0. -0.]
138138,[ 1.26303719  0.01352382 -0.21871804]
138158,[ 5.12635333  0.17114713 -0.9610636 ]
138189,[ 6.438423    0.01895482 -0.15166507]
138198,[0. 0. 0.]
138239,[-0. -0. -0.]
138298,[3.25351576 0.64102934 1.13536991]
138300,[2.54324726 0.10196342 1.31739073]
138307,[-1.15306125 -0.04822199  0.30407517]
138366,[ 2.41318555  0.22726922 -1.40617228]
138372,[-0. -0. -0.]
138379,[-3.65219466e+00 -1.82407074e-02 -2.95304970e-04]
138425,[3.21734403 1.25057799 3.58555621]
138441,[ 0.  0. -0.]
138515,[-0. -0.  0.]
138543,[ 4.91934395e+02  3.05984960e-02 -1.92610609e-01]
138578,[-5.28202752e+01 -8.93669145e-03  3.67812704e-04]
138602,[ 7.93766109e+02  1.77500765e-02 -9.08100685e-01]
138674,[-0. -0. -0.]
138689,[-3.19649049 -0.37092206 -0.99362939]
138703,[0. 0. 0.]
138761,[ 1.31615511  0.18302995 -0.02064029]
138826,[-9.39817475 -0.11744359 -0.06786388]
138844,[ 0.  0. -0.]
138867,[-2.58662990e+01 -2.15698452e-02 -7.93452546e-02]
138883,[2.80794621e+01 1.34749294e-03 7.14291610e-04]
138910,[ 1.25135103  0.20548291 -0.21202688]
138955,[ 3.86473033e+00  1.38109148e-01 -8.62711301e-04]
138975,[-1.95016097 -0.09867181 -0.28109127]
138995,[6.90325682e+04 1.30010777e-06 9.11573072e-07]
139070,[2.65110681 0.28428862 0.24078884]
139099,[ 0.  0. -0.]
139126,[-3.24742315 -0.52009839 -0.2189286 ]
139141,[-0.  0.  0.]
139206,[ 2.939898    0.31599715 -0.09190634]
139221,[4.22526605e+01 7.85464912e-03 4.98007767e-05]
139287,[ 0.  0. -0.]
139300,[ 1.55480602  0.18466775 -0.23864142]
139359,[ 8.55657595e+01  7.19321795e-03 -2.69406321e-02]
139387,[-1.52548095e+03 -3.17884750e-06  3.16765176e-08]
139462,[0. 0. 0.]
139467,[-0. -0.  0.]
139548,[0.78311424 0.09301957 0.01242669]
139574,[ 1.54972024  0.29018754 -0.19301821]
139579,[ 3.03913582  0.42393671 -0.28035108]
139586,[13.69611537  0.13511312 -0.57538152]
139636,[ 2.60454618  0.19999121 -0.99853414]
139642,[-8.35094519e+00 -6.83532090e-02 -4.01897634e-03]
139688,[-2.666206   -0.38038526 -0.15263683]
139706,[-1.55288429 -0.37351723 -0.88745949]
139742,[0. 0. 0.]
139828,[0. 0. 0.]
139835,[ 9.62533248e+00  5.72267941e-03 -7.41153216e-05]
139884,[1.32818722e+01 5.38594369e-02 9.89439281e-03]
139913,[ 2.08657966e+02  3.86284277e-08 -3.12767808e-04]
139991,[ 2.52962071  0.15418593 -0.17721003]
140013,[ 1.31308517e+01  3.28770197e-02 -1.04691925e-02]
140036,[ 1.55363801e+02  1.92587804e-03 -6.61943621e-01]
140069,[ 0.  0. -0.]
140080,[1.56611379 0.46290513 1.32107993]
140087,[6.33396199 0.57505729 3.87526551]
140161,[48.51206864  0.35436981 -3.82568078]
140184,[1.10791573e+02 1.16800825e-02 7.35363528e-04]
140223,[9.47273556e+01 5.11127143e-03 1.03935097e-03]
140255,[1.37517225e+01 8.76903474e-03 7.80860673e-02]
140294,[-0. -0. -0.]
140340,[-0. -0.  0.]
140382,[-1.56837937 -0.38086646 -0.80390552]
140410,[-6.96620895e+01 -7.34047848e-03 -3.39411736e-02]
140436,[ 4.60922041  0.27253976 -0.24926137]
140510,[-1.5157091  -0.31457841 -0.7154829 ]
140555,[1.98332793e+01 1.21204846e-02 7.74021009e-02]
140662,[0. 0. 0.]
140763,[-1.6410384  -0.43846612 -0.21142637]
140796,[-3.1041709  -0.67000708 -1.25688593]
140822,[0.7636363  0.19857954 0.24111273]
140842,[3.17679706 0.28544246 0.86677634]
140863,[-0. -0.  0.]
140879,[ 5.18090156  0.00632019 -0.03102523]
140945,[-1.5106256  -0.18741802  0.1824239 ]
140947,[-1.35337866 -0.38066814 -1.07377303]
140974,[-0. -0. -0.]
140979,[-0. -0.  0.]
141010,[-9.90520191e+00 -3.00736367e-04  1.70018710e-02]
141016,[0. 0. 0.]
141065,[-0. -0.  0.]
141109,[-14.25950105  -0.07785011   0.0162292 ]
141201,[ 2.44450893  0.43450914 -2.15737408]
141203,[9.75140588 0.3066317  0.12813482]
141309,[3.18881564 0.6681963  1.00790703]
141310,[-0. -0. -0.]
141322,[0.73316612 0.22421571 0.69594427]
141323,[ 1.97713692  0.24307702 -1.77989519]
141328,[0. 0. 0.]
141330,[ 3.25804591  0.53567812 -0.45409195]
141450,[3.02950452 0.7475603  1.04085646]
141461,[-0. -0.  0.]
141491,[0. 0. 0.]
141493,[ 0.  0. -0.]
141511,[-0. -0.  0.]
141518,[-3.1168769  -0.79576125 -2.08797072]
141600,[1.3434214  0.08131272 0.24630155]
141794,[-2.85191459 -0.31541744 -1.32326369]
141819,[41.76729805  0.12987     0.25939199]
141876,[-5.1054952  -0.15528056 -0.1832644 ]
141901,[-0. -0. -0.]
141902,[-0. -0.  0.]
141958,[-0. -0. -0.]
141994,[3.19383353 0.44301887 0.3713226 ]
142062,[-0. -0.  0.]
142090,[ 0.  0. -0.]
142103,[-3.97632969 -0.01330159  0.01380235]
142121,[ 4.97234807e+05  2.25846591e-06 -5.91412445e-08]
142143,[-5.27616694 -0.30933465  0.22652928]
142212,[ 0.  0. -0.]
142256,[-7.19854173e+01 -5.22588971e-06  2.44546462e-06]
142454,[-0. -0. -0.]
142524,[-7.54870782e+28 -2.05622885e-36 -3.25460881e-26]
142556,[0.63330591 0.0508288  0.06206397]
142584,[ 2.27073436  0.1710327  -0.84102628]
142600,[-0. -0. -0.]
142649,[ 0.  0. -0.]
142671,[ 2.29866158  0.17135469 -0.24030884]
142680,[-0.85702709 -0.0059787   0.0165527 ]
142703,[ 2.65546566  0.29933707 -0.63011811]
142715,[0. 0. 0.]
142745,[-0. -0.  0.]
142751,[2.95244654 0.60855927 1.45930052]
142772,[-0. -0.  0.]
142801,[ 0.  0. -0.]
142818,[-1.33515802 -0.11812941 -0.25657326]
142823,[14.18349065  0.02189951  0.16456996]
142826,[-0. -0.  0.]
142914,[8.55245551 0.22838203 0.31776188]
142973,[0. 0. 0.]
142974,[-1.69748549 -0.04721878 -0.19610026]
143011,[0. 0. 0.]
143103,[-0. -0.  0.]
143134,[-1.58194965 -0.49980666 -1.14490468]
143163,[-1.57485497e+04 -8.15116861e-05 -2.55013443e-02]
143175,[ 0. -0. -0.]
143236,[-0. -0.  0.]
143253,[1.41463385e+12 6.31154702e-12 8.54382302e-07]
143294,[-0. -0. -0.]
143411,[1.21830893 0.36343599 0.72077584]
143415,[-0. -0.  0.]
143427,[-1.92530833 -0.02814472 -0.36217101]
143429,[-5.49892524 -0.30995611  0.33208233]
143497,[-2.4575906  -0.05359604 -0.19979379]
143594,[-2.4443672  -0.08397054  0.73341683]
143668,[-4.77684964 -0.38781037  1.257662  ]
143715,[-0. -0.  0.]
143792,[ 0. -0.  0.]
143809,[-6.27456152 -0.00656337 -0.12422128]
143837,[-5.36045121e+00 -1.05168754e-02 -4.70653419e-03]
143909,[-0. -0.  0.]
143964,[ 0.  0. -0.]
143965,[-0. -0. -0.]
143968,[ 1.71858026e+03  6.19829246e-05 -4.70975597e-03]
143976,[2.96112064 0.753302   3.14658287]
144038,[-8.94209679e+01 -5.49322831e-03  2.40854780e-03]
144062,[1.06647201 0.04283331 0.88165502]
144114,[ 7.39009745  0.22428261 -5.49718161]
144194,[ 1.25227319e+02  9.81707481e-04 -6.32129707e-05]
144229,[-0. -0.  0.]
144241,[-0. -0.  0.]
144316,[ 5.48184392  0.37442775 -0.71856525]
144455,[3.15570236 0.84875374 2.03677625]
144478,[-1.29749706 -0.10836498 -0.1175625 ]
144500,[2.88929242 0.51194912 0.03486017]
144531,[ 1.47805536e+14  3.52690469e-20 -3.50667506e-15]
144555,[-0. -0. -0.]
144585,[0.681659   0.08912911 0.58702003]
144628,[2.91329061 1.02185022 3.43506382]
144727,[-4.69382513 -0.15344158  2.67208126]
144876,[-0. -0.  0.]
144883,[0. 0. 0.]
144925,[3.72055435 0.0175319  0.19520805]
144997,[1.01927255e+01 7.46677316e-03 1.55321588e-01]
145003,[-2.43434208 -0.07482027  0.10745686]
145109,[-0. -0. -0.]
145145,[-1.26486591 -0.05926297 -0.1167339 ]
145161,[2.15993036 0.01017543 0.06953219]
145165,[2.88957701e+01 3.88764178e-03 3.22681642e-04]
145198,[2.76998707 0.14616108 0.06018024]
145239,[ 2.81840036  0.43613816 -0.50672919]
145350,[ 3.18104104  0.27963862 -0.0037026 ]
145377,[2.81942472 0.61607585 1.42782909]
145412,[-1.37291106 -0.12290379 -0.13688933]
145431,[1.70162407e+07 1.03442683e-06 1.46606409e-02]
145451,[1.06378971e+13 8.73854164e-18 8.42718600e-06]
145473,[ 4.05795331  0.13740189 -0.0162824 ]
145543,[-2.61505389 -0.1245586  -0.07368907]
145546,[0. 0. 0.]
145558,[1.8260953  0.02684811 1.30004598]
145596,[0. 0. 0.]
145619,[-0. -0.  0.]
145737,[-1.73285965 -0.0091087   0.00437   ]
145959,[ 0.57339097  0.05839266 -0.28176923]
146026,[-0.76845756 -0.14126273 -0.39364836]
146078,[ 8.16575842  0.06931395 -0.02238608]
146081,[-1.38867308 -0.32345002 -0.02619315]
146083,[ 2.97783291  0.46208966 -1.08277261]
146175,[-0. -0.  0.]
146197,[1.45570905 0.19596163 0.00957199]
146207,[ 0.95783782  0.02140014 -0.01981798]
146230,[-4.50615328e+02 -8.32855357e-04 -7.76424946e-02]
146266,[ 1.40782434  0.1625979  -0.26687465]
146279,[ 4.88226454  0.37005363 -3.20114359]
146298,[0. 0. 0.]
146319,[ 1.53795889  0.21638422 -0.11030058]
146345,[ 2.13540255  0.04752858 -0.00715776]
146386,[0. 0. 0.]
146564,[0. 0. 0.]
146573,[2.13212841 0.06543253 1.62138495]
146722,[-0. -0.  0.]
146734,[-1.65479211 -0.22358577 -0.64806048]
146784,[-0. -0.  0.]
146888,[-3.08002742 -0.07527998 -0.5455453 ]
146890,[-1.39904041 -0.20174453  1.1609599 ]
146932,[-2.40560338e+02 -2.09249881e-04  1.67627934e-03]
147045,[0. 0. 0.]
147141,[ 7.68252038e+03  1.25027631e-04 -8.46800990e-03]
147156,[-3.50765853 -0.06919126 -0.18359412]
147164,[-3.36067063 -0.88016551 -2.46488689]
147166,[-0. -0. -0.]
147218,[ 0.64799145  0.07792446 -0.20400441]
147224,[-1.28338061e+04 -1.48274036e-07 -2.73676920e-07]
147249,[-1.4141032  -0.15911706  0.27731531]
147396,[ 0.  0. -0.]
147414,[2.91169195 0.56438062 1.03695459]
147420,[ 3.02718091  0.31327828 -0.23121231]
147451,[1.20432871e+04 3.62828196e-06 2.52072252e-04]
147475,[-0. -0. -0.]
147678,[4.40693393 0.10570805 0.15147843]
147686,[ 1.65471195e+02  4.13209256e-03 -1.29047192e-03]
147687,[0. 0. 0.]
147688,[-3.5323653 -0.076665  -0.4502345]
147752,[ 0.  0. -0.]
147764,[-1.34461763 -0.1430896   1.07909482]
147803,[-4.97208645 -0.11960185 -0.04923219]
147839,[ 0.  0. -0.]
147900,[3.70825238 0.01311554 0.33157878]
147978,[ 0.  0. -0.]
148121,[ 0.  0. -0.]
148124,[1.51739898 0.24529635 0.12017553]
148154,[3.26844106 0.3335537  0.78207768]
148157,[-5.18046055e+00  9.37998540e-05 -1.85173213e-02]
148191,[-0. -0.  0.]
148199,[-0. -0. -0.]
148263,[1.08313692e+01 1.05400791e-02 4.61606084e-03]
148314,[ 0.  0. -0.]
148365,[-1.48366022 -0.19191373  0.00880919]
148590,[-1.24137963e+01 -4.87373954e-02 -5.02731449e-03]
148607,[ 1.14933079  0.08567734 -0.12015442]
148662,[-1.1052172  -0.0012906   0.00266941]
148695,[-4.18944546 -0.16627877  2.50956418]
148731,[0.74717757 0.10130205 0.1186366 ]
148744,[-0.  0. -0.]
148798,[47.30952658  0.08473468  0.05381707]
148847,[ 4.84043161  0.27402154 -1.41254503]
148898,[ 0.  0. -0.]
148934,[-1.26050191e+02 -2.28842304e-03  2.74108328e-04]
148966,[ 0.  0. -0.]
149043,[6.14930013e+01 1.17061535e-02 5.01869546e-04]
149069,[3.32448280e+05 1.36463030e-05 1.18537179e-04]
149071,[ 0.  0. -0.]
149084,[-5.89795853e+03 -8.58993639e-06 -6.43040635e-06]
149259,[2.89101996 0.35066908 0.35298333]
149267,[-1.65445129 -0.54137795 -0.25177876]
149484,[3.16450483 0.56593619 0.68304117]
149510,[-6.57438833 -0.09398941  0.29729659]
149647,[ 0.57821293  0.09907797 -0.55273349]
149690,[5.04753465e+02 1.91912597e-05 1.69867128e-03]
149725,[ 1.37482977  0.23621408 -0.10550966]
149792,[-1.42533353 -0.11443452  0.03237981]
149802,[ 3.92951925e+02  3.43951123e-04 -4.21874997e-04]
149893,[14.31603959  0.13831995  0.05055442]
149907,[-6.83106744e+02 -1.51783192e-04  1.37313873e-02]
149908,[-0. -0.  0.]
149927,[ 0.  0. -0.]
149934,[-0. -0.  0.]
150067,[7.87275518 0.13700737 0.02840024]
150088,[ 0.  0. -0.]
150124,[ 1.27140707e+10  2.81252003e-08 -3.42264441e-05]
150221,[2.78315245 0.80663966 2.89909792]
150275,[-2.69253667 -0.35772767 -0.03254264]
150316,[-0. -0. -0.]
150468,[-3.97037677e+00 -5.46101186e-02  1.98323134e-04]
150498,[-0. -0. -0.]
150554,[0. 0. 0.]
150561,[-3.10643297e+01 -2.11619297e-04 -4.98208578e-04]
150627,[ 4.54140435  0.16775577 -1.3752116 ]
150656,[-1.51316647 -0.29921529  0.30120426]
150657,[3.26258617 0.82340225 3.37598465]
150661,[ 0.  0. -0.]
150663,[-0. -0. -0.]
150697,[ 0.68779515  0.0401058  -0.08426403]
150767,[-0.70254623 -0.13228921 -0.25114267]
150799,[ 0.73826097  0.09900479 -0.06009388]
150814,[ 8.37311948  0.23409479 -0.54350561]
150896,[ 5.83654577e+02  2.35308884e-06 -1.13644258e-04]
150942,[ 2.92885675  0.40002924 -0.0364174 ]
150968,[-1.25650445e+12 -2.56019529e-17  9.57692721e-15]
150973,[ 4.01137875  0.04832706 -0.04129029]
150979,[ 0.  0. -0.]
151043,[2.82144784 0.30489423 0.18833433]
151063,[-2.02346426 -0.06484426 -0.31417797]
151068,[ 2.57279319  0.15869961 -0.14266938]
151086,[-3.41353609 -0.72936806 -0.26187574]
151098,[9.65569088e+02 1.03070628e-04 4.06800064e-05]
151107,[-5.53209112e+04 -1.63816178e-04 -4.06910118e-05]
151122,[-0. -0.  0.]
151234,[0. 0. 0.]
151269,[-0. -0. -0.]
151312,[ 0.5130009   0.07656204 -0.25793043]
151405,[2.80484666 0.16879707 1.14001176]
151420,[-2.55632069 -0.20237493 -1.48890127]
151470,[ 3.17921901  0.51022788 -0.10257298]
151479,[3.03436447 0.76546147 1.72418632]
151503,[ 0.  0. -0.]
151537,[-1.44498191e+02 -9.08804236e-04  1.54161432e-05]
151589,[-0. -0.  0.]
151613,[-1.83388641 -0.00644746 -0.0374385 ]
151637,[-7.18867714 -0.04463662  2.61167255]
151702,[1.28264043e+03 3.84504748e-04 2.32054240e-02]
151750,[1.53997155 0.20582551 0.16547209]
151780,[ 5.61838745  0.03546015 -1.72629444]
151786,[0. 0. 0.]
151790,[ 2.37749073e+03  5.35291360e-04 -3.74462121e-03]
151799,[-1.97584608 -0.0262808   0.03927622]
151800,[10.44025964  0.2024247   0.70645415]
151806,[5.09300389e+02 5.22015173e-03 1.62689096e+00]
151991,[-1.24507996e+00 -1.21438834e-02 -1.09678312e-03]
152036,[ 2.38577908  0.14176775 -1.57433533]
152099,[ 1.71343860e+01  1.12756307e-04 -1.19900640e-03]
152107,[3.57166482 0.20865078 0.41263377]
152186,[0. 0. 0.]
152307,[ 2.24338886  0.245739   -0.05458385]
152309,[-2.97321576e+01 -6.25398681e-02  3.51445648e-03]
152318,[ 1.5417734   0.23254873 -0.21412026]
152409,[-0. -0. -0.]
152435,[ 2.75410379  0.37368877 -0.39508645]
152483,[-0. -0.  0.]
152502,[-0. -0. -0.]
152514,[-1.08595402e+02 -1.28021144e-02 -1.15400127e-01]
152515,[2.82834408 0.195991   0.43554476]
152548,[ 2.33107258  0.09036382 -1.60146801]
152579,[-1.02706928e+02 -7.75436971e-04  1.20026942e-02]
152620,[3.12060777 0.12378552 1.42719465]
152645,[ 0.  0. -0.]
152651,[4.87499782e+01 2.83521544e-03 7.79138986e-08]
152726,[-1.50052073 -0.29358239  0.22270492]
152742,[-2.67645004e+01 -2.21349433e-03 -3.31628626e-01]
152881,[-2.3937069  -0.10056926  0.10437795]
152946,[ 0.  0. -0.]
152973,[-1.51638464 -0.39579207 -0.96318714]
153042,[-5.31738145 -0.0114226  -0.2312637 ]
153054,[3.97212492e+01 6.95249770e-04 4.76568858e-05]
153089,[ 3.23382004  0.80708628 -0.21067809]
153115,[ 3.74940032  0.09267314 -1.74032767]
153174,[4.32105551 0.08318474 0.00539377]
153211,[-0. -0. -0.]
153215,[-2.27686226 -0.28058568  0.56540182]
153249,[1.05488934 0.03050892 0.04294537]
153322,[ 2.98643767  0.40659942 -0.00521594]
153342,[ 4.05070486  0.05566211 -0.16095519]
153400,[-5.31054665 -0.43080168  0.92512304]
153442,[-2.95325176 -0.52751152  0.36323936]
153513,[0. 0. 0.]
153570,[-0. -0. -0.]
153662,[-0.  0. -0.]
153718,[4.45426141e+02 7.06371972e-05 2.00085642e-05]
153719,[0. 0. 0.]
153723,[-2.01377562 -0.00785135 -0.00511308]
153797,[ 0.  0. -0.]
153869,[-0. -0.  0.]
153927,[ 6.38831997e+01  1.38810804e-02 -2.59993196e-02]
154021,[3.07669178 0.51104855 1.84535743]
154037,[-8.66700498 -0.12133471 -0.16867623]
154064,[-3.23199837 -0.73131863 -0.73854561]
154070,[-7.8801324e+01 -2.9216441e-03  7.8574048e-02]
154075,[1.66521979 0.24463939 0.51614181]
154126,[ 4.06841742  0.13059943 -2.91433731]
154176,[ 5.92385982  0.25435627 -0.51865812]
154283,[ 1.10056775  0.08968922 -0.34624804]
154330,[-1.37020522 -0.17555962  1.16486964]
154346,[-11.08831255  -0.01986559   0.06834746]
154354,[0. 0. 0.]
154443,[ 4.89807398  0.10066571 -0.09322202]
154465,[10.16584425  0.30098312 -2.36596701]
154529,[-0. -0.  0.]
154543,[-0. -0. -0.]
154553,[ 1.3096365   0.15892424 -0.18831695]
154663,[-2.52184448 -0.55900062 -1.02315484]
154730,[-7.07709620e+01 -4.71183642e-03 -4.61751825e-03]
154763,[-1.06891018 -0.06353249 -0.76453546]
154773,[-0. -0.  0.]
154781,[-7.8124494  -0.12746844  5.69304587]
154810,[-1.32521801 -0.25135434 -0.02125168]
154844,[-0. -0. -0.]
154877,[0. 0. 0.]
154913,[-1.19555485 -0.13755353  1.16131913]
154935,[-0. -0.  0.]
154944,[12.87964544  0.03684563 -0.38754696]
154992,[ 2.35295440e+02  7.89844258e-06 -9.67343264e-04]
155027,[-5.12575236 -0.38945046  0.90511487]
155035,[-1.558513   -0.29972025 -0.78137524]
155141,[2.37066769 0.22918624 0.14636906]
155147,[-0. -0. -0.]
155219,[-0. -0.  0.]
155291,[ 3.09666891  0.58196519 -0.96025478]
155376,[2.67013486 0.53007217 0.16436233]
155454,[3.04371713 0.6117469  1.78940575]
155463,[ 4.61836261  0.35500232 -0.51579765]
155491,[3.26190136 1.1928472  3.91425471]
155495,[1.35206711e+03 7.57606818e-05 7.10142759e-01]
155564,[-3.13489715 -0.82928066 -2.84167105]
155580,[-0. -0.  0.]
155680,[0. 0. 0.]
155681,[3.28469837 0.79470633 2.86428483]
155771,[-1.21886761 -0.14673573 -0.07458708]
155807,[-5.76706762e+01 -2.57835263e-03  1.36367393e-03]
155820,[ 2.94469228  0.26582816 -0.0208149 ]
155916,[7.75209518 0.23968767 5.28346317]
156140,[-2.26778799 -0.0405228   0.17619209]
156150,[ 0.  0. -0.]
156163,[ 1.17379887e+00 -3.15910205e-04  1.30488912e-01]
156214,[ 0.  0. -0.]
156243,[-3.14270466 -0.42028855 -0.66896027]
156269,[-0. -0.  0.]
156279,[0.58621073 0.08048558 0.01377236]
156300,[-2.59229131e+02 -9.88698259e-04  6.61020424e-04]
156342,[-1.57757498 -0.31259646 -0.16570128]
156391,[-1.33844583 -0.03612735 -0.03890647]
156438,[-4.30517737 -0.07519499  1.13794225]
156462,[-1.94151792 -0.16042     0.46117567]
156467,[-0. -0.  0.]
156483,[ 2.69831967  0.2013879  -0.17789362]
156510,[-2.43193736 -0.11322674  0.40175574]
156584,[1.08705385 0.03581622 0.03727116]
156609,[-0. -0. -0.]
156642,[0. 0. 0.]
156670,[2.19819879 0.0454531  0.93837929]
156698,[-0. -0.  0.]
156706,[-8.63963815 -0.04205738 -0.07034576]
156765,[ 0.83370663  0.0583804  -0.06543332]
156816,[-1.37418459 -0.42971017 -0.81631689]
156837,[-2.90336963 -0.61491494  0.94835467]
156972,[-1.07414307 -0.17251853 -0.04841117]
157065,[3.44758427 0.86077502 2.14764931]
157082,[ 2.63777242  0.22653065 -1.4707374 ]
157083,[0. 0. 0.]
157101,[3.3591399  0.66001768 1.10363286]
157127,[8.73760533 0.18870078 0.08788876]
157163,[0. 0. 0.]
157192,[ 0.  0. -0.]
157247,[-0. -0. -0.]
157252,[ 2.71322879  0.74685093 -0.24597621]
157273,[-0. -0.  0.]
157290,[-4.43509368 -0.09024464 -0.13308374]
157380,[-1.36937062 -0.2998447   0.69034231]
157468,[2.26979354 0.72965448 2.11741565]
157558,[ 1.20771158  0.28440829 -0.13697301]
157655,[ 0.  0. -0.]
157690,[-1.44277694 -0.40302809 -1.30334172]
157787,[-1.51832844 -0.25755865  0.17798057]
157799,[0. 0. 0.]
157811,[-7.94682351e+02 -1.29888745e-02 -2.49949551e-02]
157946,[-3.21361836 -0.84116791 -1.06863098]
158033,[-6.42052319e+01 -5.32446509e-02 -4.02012530e-02]
158226,[ 0.  0. -0.]
158254,[ 0.  0. -0.]
158262,[8.74195861e+01 5.44038247e-02 3.96268669e-02]
158361,[-5.29842787 -0.53514867 -0.64762978]
158506,[3.47091861 0.8869145  1.06030835]
158583,[-2.05807941 -0.06602053  0.54848126]
158594,[ 2.42221973  0.17245325 -2.26907151]
158606,[ 0.  0. -0.]
158627,[1.99421544 0.09572811 0.10441762]
158746,[ 2.89661112  0.28254225 -0.17215272]
158774,[1.41764504 0.10870286 0.23695637]
158846,[-1.46941379 -0.24534512  0.78275851]
158852,[-3.09989617 -0.46767437 -0.19975953]
158984,[ 2.89304193  0.44639547 -0.51697378]
158997,[ 3.04722827  0.37489552 -0.02180227]
159004,[ 2.2846124   0.0470532  -0.00770724]
159033,[1.38414215e+15 7.85232069e-19 2.80091240e-16]
159040,[ 3.09145483  0.41656512 -0.05260053]
159137,[-8.18256545e+01 -3.34039459e-02 -2.61229907e-04]
159230,[4.52940818 0.22547625 1.04234448]
159283,[-2.60310602 -0.61851796 -0.05285636]
159440,[ 8.72410698e+01  2.61237157e-03 -2.60373105e-04]
