isbn,feature
0070454329,"[-0.86628646 -0.26648048  0.12300179 ... -0.4027456  -0.43505603
  0.5190861 ]"
0671743562,"[-0.4392131   0.15894985  0.43756688 ... -0.51647323 -0.43499112
  0.49718618]"
0062734768,"[-0.88394374 -0.34059232 -0.10187531 ... -0.54834497 -0.4455728
  0.49476945]"
0743262174,"[-0.8482819  -0.46695656 -0.70644623 ... -0.52574384 -0.43766257
  0.47331983]"
080411935X,"[-0.66588306 -0.14910588  0.53521997 ... -0.46933448 -0.43552983
  0.48671606]"
0060172037,"[-0.8932663  -0.5623536  -0.63917714 ... -0.39834562 -0.41827703
  0.494581  ]"
0030849934,"[-0.8290857  -0.37319303 -0.39846727 ... -0.54384834 -0.47100672
  0.5217349 ]"
0006476333,"[-0.9511414  -0.41550428 -0.6570885  ... -0.5258696  -0.4621476
  0.4933698 ]"
0517121964,"[-0.78910166 -0.4932113  -0.86366016 ... -0.52574384 -0.43766257
  0.47331983]"
3442429439,"[-0.9194286  -0.644694   -0.9383853  ... -0.54399216 -0.4682805
  0.49234053]"
0061056774,"[-0.79008824 -0.1413066   0.3658167  ... -0.52866673 -0.43686965
  0.49155256]"
0764504002,"[-0.7641054  -0.39091656 -0.6828895  ... -0.54427916 -0.44617683
  0.507497  ]"
0764501291,"[-0.6700847  -0.42735267 -0.7468201  ... -0.47096467 -0.44854826
  0.5261583 ]"
051513287X,"[-0.86094177 -0.33546737 -0.37197843 ... -0.58738554 -0.4986829
  0.5338347 ]"
0760050732,"[-0.86261743 -0.47725907 -0.8872418  ... -0.47096467 -0.44854826
  0.5261583 ]"
0804108447,"[-0.9406841  -0.6286078  -0.976592   ... -0.5798631  -0.4783422
  0.49402487]"
0915035170,"[-0.8871801  -0.48513865 -0.6685652  ... -0.04603468 -0.4035997
  0.5536485 ]"
0886776155,"[-0.9081842  -0.39257717 -0.6779343  ... -0.58622515 -0.5021411
  0.5205937 ]"
055357549X,"[-0.84663546 -0.30162683 -0.10244308 ... -0.52866673 -0.43686965
  0.49155256]"
0060392452,"[-0.7459349  -0.42553258 -0.74245864 ... -0.04603468 -0.4035997
  0.5536485 ]"
0451455789,"[-0.6596007  -0.09867142  0.5905144  ... -0.5789285  -0.4854476
  0.53004473]"
0553263862,"[-0.795729   -0.3089617   0.13571139 ... -0.5143895  -0.49771494
  0.51843464]"
0930878132,"[-0.8868653  -0.5117436  -0.9132265  ... -0.04603468 -0.4035997
  0.5536485 ]"
0806511605,"[-0.84772    -0.38797495 -0.51701915 ... -0.5640907  -0.46368495
  0.46106485]"
0007103999,"[-0.72645056 -0.16040178  0.6149407  ... -0.512617   -0.44719544
  0.4810125 ]"
0875424961,"[-0.7942854  -0.5158136  -0.89450675 ... -0.512617   -0.44719544
  0.4810125 ]"
037351025X,"[-0.8727946  -0.43836448 -0.79776454 ... -0.56497514 -0.47539926
  0.52548456]"
0765341840,"[-0.92770857 -0.4712471  -0.8097795  ... -0.5789285  -0.4854476
  0.53004473]"
0380789116,"[-0.7608972  -0.08701458  0.43134624 ... -0.5906081  -0.5041643
  0.52928793]"
2266064606,"[-0.58387995 -0.21732546  0.33568245 ... -0.04603468 -0.4035997
  0.5536485 ]"
2877141667,"[-0.87014246 -0.3313397  -0.6636912  ... -0.46933448 -0.43552983
  0.48671606]"
2253034916,"[-0.7488858  -0.28565663 -0.04901067 ... -0.46933448 -0.43552983
  0.48671606]"
2742702458,"[-0.8444851  -0.36198765 -0.5834653  ... -0.46933448 -0.43552983
  0.48671606]"
2253182389,"[-0.7775273  -0.2856221  -0.25411406 ... -0.54384834 -0.47100672
  0.5217349 ]"
2211017312,"[-0.79595965 -0.3342847   0.09238514 ... -0.46933448 -0.43552983
  0.48671606]"
0385498802,"[-0.87758785 -0.29423133  0.16432917 ... -0.46933448 -0.43552983
  0.48671606]"
0141002077,"[-0.84509057 -0.2588351   0.2885885  ... -0.06591122 -0.38135746
  0.53054136]"
2038713022,"[-0.87907004 -0.29544854 -0.05962291 ... -0.4027456  -0.43505603
  0.5190861 ]"
0898655293,"[-0.85844415 -0.46021554 -0.87767756 ... -0.5789285  -0.4854476
  0.53004473]"
0802730000,"[-0.69581515 -0.15758392  0.6517359  ... -0.54384834 -0.47100672
  0.5217349 ]"
074344406X,"[-0.878696   -0.5387036  -0.8436614  ... -0.52866673 -0.43686965
  0.49155256]"
0451208560,"[-0.8667669  -0.44618776 -0.58573055 ... -0.5543861  -0.45834333
  0.49015316]"
0312878222,"[-0.8439358  -0.5343567  -0.8566034  ... -0.52866673 -0.43686965
  0.49155256]"
0310229111,"[-0.75059247 -0.24340355  0.2745599  ... -0.512617   -0.44719544
  0.4810125 ]"
0156005778,"[-0.8335706  -0.3308241  -0.19061962 ... -0.46933448 -0.43552983
  0.48671606]"
1550223968,"[-0.91195935 -0.43327552 -0.4224222  ... -0.5054487  -0.45430103
  0.52125025]"
0312291639,"[-0.86827743 -0.30200663  0.13101551 ... -0.46933448 -0.43552983
  0.48671606]"
0425101452,"[-0.92704314 -0.4346942  -0.7140347  ... -0.5500408  -0.4691263
  0.5238743 ]"
189251415X,"[-0.6767396  -0.14444181  0.5781253  ... -0.52574384 -0.43766257
  0.47331983]"
2070374637,"[-0.87562114 -0.35873467 -0.08172973 ... -0.46933448 -0.43552983
  0.48671606]"
0375505296,"[-0.8689911  -0.26921958  0.10565837 ... -0.56445223 -0.46604875
  0.47067896]"
034536662X,"[-0.86923146 -0.51423466 -0.58612376 ... -0.46933448 -0.43552983
  0.48671606]"
0553348981,"[-0.9301542  -0.534981   -0.86793613 ... -0.57678795 -0.48100105
  0.5064497 ]"
0452264790,"[-0.8836988  -0.27552733  0.32528222 ... -0.46933448 -0.43552983
  0.48671606]"
0425189082,"[-0.8481968  -0.41774118 -0.6657403  ... -0.54384834 -0.47100672
  0.5217349 ]"
0553254456,"[-0.95742685 -0.5661481  -0.9087872  ... -0.04603468 -0.4035997
  0.5536485 ]"
0451451279,"[-0.89189136 -0.40700722 -0.2830256  ... -0.5709141  -0.47523037
  0.49991134]"
9029067233,"[-0.9512066  -0.5953188  -0.922549   ... -0.53221464 -0.45363578
  0.49365643]"
0671002384,"[-0.90679413 -0.38832545 -0.73934555 ... -0.51647323 -0.43499112
  0.49718618]"
0553240307,"[-0.8847522  -0.30507398 -0.30714738 ... -0.58579767 -0.49120736
  0.42666247]"
3257229534,"[-0.89242584 -0.32695362  0.07269753 ... -0.52574384 -0.43766257
  0.47331983]"
0671004247,"[-0.819349   -0.4757411  -0.8296066  ... -0.51647323 -0.43499112
  0.49718618]"
0671002406,"[-0.87172246 -0.4437637  -0.6410991  ... -0.52866673 -0.43686965
  0.49155256]"
0671006754,"[-0.907615   -0.5610403  -0.7563795  ... -0.51647323 -0.43499112
  0.49718618]"
9023652533,"[-0.8380735  -0.4156275  -0.80126095 ... -0.46933448 -0.43552983
  0.48671606]"
0345388674,"[-0.81515545 -0.24702214  0.08064286 ... -0.54384834 -0.47100672
  0.5217349 ]"
2020381125,"[-0.90702283 -0.45883626 -0.7545525  ... -0.06591122 -0.38135746
  0.53054136]"
0671824171,"[-0.81253767 -0.2996567  -0.08331377 ... -0.52866673 -0.43686965
  0.49155256]"
0879977981,"[-0.8830379  -0.3360298  -0.26598212 ... -0.5789285  -0.4854476
  0.53004473]"
1573441392,"[-0.9291505  -0.544851   -0.9069915  ... -0.5290406  -0.46186033
  0.46578467]"
0752827804,"[-0.8636072  -0.2168866   0.32894877 ... -0.54384834 -0.47100672
  0.5217349 ]"
0880387157,"[-0.84016764 -0.3551859  -0.7116856  ... -0.52866673 -0.43686965
  0.49155256]"
0704330784,"[-0.88287157 -0.42862406 -0.7990589  ... -0.5054487  -0.45430103
  0.52125025]"
0394718224,"[-0.85482806 -0.39345157 -0.61159515 ... -0.4027456  -0.43505603
  0.5190861 ]"
0449001164,"[-0.6834279  -0.07346976  0.6638994  ... -0.46933448 -0.43552983
  0.48671606]"
0345280229,"[-0.6979779  -0.34148622 -0.7974663  ... -0.52866673 -0.43686965
  0.49155256]"
0886777631,"[-0.914822   -0.4629155  -0.72018594 ... -0.52866673 -0.43686965
  0.49155256]"
0425098648,"[-0.928395   -0.36651564 -0.85466826 ... -0.5500408  -0.4691263
  0.5238743 ]"
0061008427,"[-0.84082395 -0.22066863  0.31763637 ... -0.54384834 -0.47100672
  0.5217349 ]"
0156028042,"[-0.93805325 -0.50663394 -0.9097764  ... -0.46933448 -0.43552983
  0.48671606]"
0140238344,"[-0.9033055  -0.2963103   0.20559952 ... -0.46933448 -0.43552983
  0.48671606]"
0140036008,"[-0.9172322  -0.43630156 -0.53550446 ... -0.46933448 -0.43552983
  0.48671606]"
0142001805,"[-0.8516239  -0.26868838  0.2815642  ... -0.5806389  -0.48068613
  0.46841413]"
0375706062,"[-0.90136856 -0.18693393 -0.40439814 ... -0.46933448 -0.43552983
  0.48671606]"
0425143341,"[-0.89601105 -0.47764924 -0.9012721  ... -0.5500408  -0.4691263
  0.5238743 ]"
0812589831,"[-0.92493826 -0.5576249  -0.5519012  ... -0.52574384 -0.43766257
  0.47331983]"
0451212193,"[-0.87139255 -0.21533148  0.18792345 ... -0.54904497 -0.44945738
  0.49237296]"
0312993560,"[-0.87756675 -0.21903332  0.13014363 ... -0.5498188  -0.4447777
  0.4589548 ]"
0373227787,"[-0.80020106 -0.29554108  0.03158608 ... -0.56058794 -0.47858295
  0.4998185 ]"
0373273711,"[-0.8711639  -0.25525525 -0.3311685  ... -0.56058794 -0.47858295
  0.4998185 ]"
0380400480,"[-0.8557528  -0.25218937  0.37439477 ... -0.56497514 -0.47539926
  0.52548456]"
1551666685,"[-0.8010881  -0.20596248  0.5432786  ... -0.58738554 -0.4986829
  0.5338347 ]"
0778320227,"[-0.84056437 -0.28265786  0.12343816 ... -0.58738554 -0.4986829
  0.5338347 ]"
0020532105,"[-0.8775167  -0.2979526   0.00200371 ... -0.52574384 -0.43766257
  0.47331983]"
0671623931,"[-0.8583665  -0.2539886  -0.16840859 ... -0.5432278  -0.4462272
  0.4748135 ]"
0345468392,"[-0.91021395 -0.43936855 -0.47608876 ... -0.52866673 -0.43686965
  0.49155256]"
0582528917,"[-0.8434609  -0.46610758 -0.88613    ...  0.3929611  -0.29238465
  0.45663038]"
1580050646,"[-0.88494617 -0.36232975 -0.5986307  ... -0.51356006 -0.4481355
  0.48592606]"
0440206707,"[-0.8625415  -0.40284693  0.06486745 ... -0.56497514 -0.47539926
  0.52548456]"
0425144569,"[-0.9570646  -0.3956736  -0.7802156  ... -0.58738554 -0.4986829
  0.5338347 ]"
0451204948,"[-0.7939936  -0.3509059  -0.20026053 ... -0.46933448 -0.43552983
  0.48671606]"
0060175966,"[-0.8451959  -0.32841235 -0.34451577 ... -0.54177934 -0.46412575
  0.46355906]"
0609600567,"[-0.905466   -0.3929597  -0.3429028  ... -0.54384834 -0.47100672
  0.5217349 ]"
0671577042,"[-0.90948826 -0.33855137 -0.7667862  ... -0.5143895  -0.49771494
  0.51843464]"
0399146431,"[-0.9312289  -0.4993326  -0.6722031  ... -0.52574384 -0.43766257
  0.47331983]"
0440409047,"[-0.78571504 -0.33464274 -0.00177092 ... -0.57918435 -0.50262845
  0.5138821 ]"
0803287100,"[-0.735925   -0.43702617 -0.8966721  ... -0.5640907  -0.46368495
  0.46106485]"
0879520388,"[-0.86269516 -0.36101803 -0.9043119  ... -0.46022546 -0.44268882
  0.5184075 ]"
0520077806,"[-0.6744046  -0.36562532 -0.800826   ... -0.5285336  -0.4550261
  0.44679257]"
055357647X,"[-0.87084764 -0.39094752 -0.5210939  ... -0.5709141  -0.47523037
  0.49991134]"
0385482388,"[-0.75258464 -0.20408289  0.40617207 ... -0.58571684 -0.4970667
  0.5073235 ]"
0446673978,"[-0.8586558  -0.37629372 -0.38928375 ... -0.5789285  -0.4854476
  0.53004473]"
0312275560,"[-0.90015817 -0.406424   -0.4745061  ... -0.46933448 -0.43552983
  0.48671606]"
0820319627,"[-0.91192305 -0.4848189  -0.9251006  ... -0.04603468 -0.4035997
  0.5536485 ]"
0767901266,"[-0.8479985  -0.39385027 -0.7755437  ... -0.49204063 -0.46570975
  0.5246827 ]"
0892551887,"[-0.866706   -0.34548873 -0.2537548  ... -0.4027456  -0.43505603
  0.5190861 ]"
0385470142,"[-0.8666867  -0.46049738 -0.9034838  ... -0.4027456  -0.43505603
  0.5190861 ]"
0870238566,"[-0.8966201  -0.3327022  -0.33067644 ... -0.4027456  -0.43505603
  0.5190861 ]"
1558850481,"[-0.9236579  -0.44742188 -0.82756734 ... -0.4027456  -0.43505603
  0.5190861 ]"
0393900002,"[-0.8341713  -0.38769558 -0.5878847  ... -0.4027456  -0.43505603
  0.5190861 ]"
0139564004,"[-0.904744   -0.5591959  -0.940382   ... -0.4027456  -0.43505603
  0.5190861 ]"
1883523397,"[-0.8536382  -0.24588528 -0.05646235 ... -0.46933448 -0.43552983
  0.48671606]"
0375706771,"[-0.8954015  -0.38814124 -0.18969578 ... -0.46933448 -0.43552983
  0.48671606]"
0061051217,"[-0.81431    -0.3528512  -0.69302756 ... -0.5808801  -0.47520623
  0.48881137]"
0679722319,"[-0.8576789  -0.5188583  -0.8584516  ... -0.46933448 -0.43552983
  0.48671606]"
0553213601,"[-0.92237043 -0.4718689  -0.7689054  ... -0.4027456  -0.43505603
  0.5190861 ]"
0679729259,"[-0.91848564 -0.5148795  -0.8005415  ... -0.46933448 -0.43552983
  0.48671606]"
038079893X,"[-0.91274434 -0.18022417 -0.1554009  ... -0.5258696  -0.4621476
  0.4933698 ]"
0425177696,"[-0.7602009  -0.12053985  0.28501755 ... -0.53935564 -0.46798337
  0.46798602]"
0812517725,"[-0.91200054 -0.4315014  -0.54676646 ... -0.5789285  -0.4854476
  0.53004473]"
0380818191,"[-0.8713375  -0.25429758  0.05758329 ... -0.5744064  -0.47293663
  0.4983684 ]"
1878067745,"[-0.7145796  -0.21625455  0.27894172 ... -0.52482665 -0.44786212
  0.5100979 ]"
0671510126,"[-0.7833286  -0.17778446  0.40203285 ... -0.5432278  -0.4462272
  0.4748135 ]"
1582291551,"[-0.88856626 -0.6490871  -0.98830944 ... -0.46022546 -0.44268882
  0.5184075 ]"
0842314296,"[-0.7510649  -0.23236464 -0.6766403  ... -0.4027456  -0.43505603
  0.5190861 ]"
0373250290,"[-0.8061033  -0.32873937 -0.1795097  ... -0.5500098  -0.4813964
  0.51034397]"
3257227809,"[-0.9258318  -0.43406466 -0.7939458  ... -0.54384834 -0.47100672
  0.5217349 ]"
0525945172,"[-0.7402116  -0.15356429  0.5522119  ... -0.5513963  -0.4548289
  0.4684951 ]"
0890819181,"[-0.84791166 -0.362455   -0.5058422  ... -0.24405736 -0.44187877
  0.5185339 ]"
3423204206,"[-0.8845413  -0.38705125 -0.34009132 ... -0.54384834 -0.47100672
  0.5217349 ]"
0312150601,"[-0.85662    -0.3076567  -0.142906   ... -0.46933448 -0.43552983
  0.48671606]"
0446603309,"[-0.7752323  -0.37624812 -0.45774972 ... -0.56058794 -0.47858295
  0.4998185 ]"
0671881957,"[-0.9199284  -0.67402315 -0.9954837  ... -0.5500098  -0.4813964
  0.51034397]"
0345413873,"[-0.8914341  -0.37128636 -0.35851192 ... -0.5443953  -0.4846659
  0.4853188 ]"
0671881981,"[-0.84303385 -0.5327739  -0.9419389  ... -0.5500098  -0.4813964
  0.51034397]"
0671881930,"[-0.7967287  -0.44468123 -0.9464987  ... -0.5500098  -0.4813964
  0.51034397]"
0671881949,"[-0.8440111  -0.47122204 -0.8860002  ... -0.5500098  -0.4813964
  0.51034397]"
0736901981,"[-0.87837875 -0.35389408 -0.82386315 ... -0.46022546 -0.44268882
  0.5184075 ]"
0553801309,"[-0.7107231  -0.09353272  0.6244689  ... -0.54384834 -0.47100672
  0.5217349 ]"
0445210214,"[-0.8385362  -0.34452403 -0.4858152  ... -0.5709141  -0.47523037
  0.49991134]"
0375719350,"[-0.77913964 -0.21812692  0.33921796 ... -0.51647323 -0.43499112
  0.49718618]"
0345334302,"[-0.9181619  -0.32842627 -0.49950412 ... -0.51647323 -0.43499112
  0.49718618]"
0345348176,"[-0.81833875 -0.28860956  0.22647156 ... -0.54384834 -0.47100672
  0.5217349 ]"
0684874318,"[-0.8739387  -0.33648634 -0.6362604  ... -0.5546449  -0.48368788
  0.4844272 ]"
037570387X,"[-0.8433542  -0.3056799  -0.09969538 ... -0.46933448 -0.43552983
  0.48671606]"
0553279440,"[-0.82126176 -0.32370734 -0.13865004 ... -0.5500098  -0.4813964
  0.51034397]"
0553267426,"[-0.8015837  -0.35753232 -0.37463573 ... -0.5500098  -0.4813964
  0.51034397]"
0553272004,"[-0.7820693  -0.36279574 -0.77814186 ... -0.4027456  -0.43505603
  0.5190861 ]"
0451450787,"[-0.7726227  -0.36139315 -0.8107615  ... -0.4027456  -0.43505603
  0.5190861 ]"
0451450876,"[-0.8956912  -0.47159448 -0.5916024  ... -0.4027456  -0.43505603
  0.5190861 ]"
0451452542,"[-0.8475989  -0.40567735 -0.28833926 ... -0.4027456  -0.43505603
  0.5190861 ]"
0451456998,"[-0.93017185 -0.36287442 -0.8882628  ... -0.52866673 -0.43686965
  0.49155256]"
0451453689,"[-0.88326824 -0.29575557 -0.07861178 ... -0.4027456  -0.43505603
  0.5190861 ]"
0451457374,"[-0.8900182  -0.4522915  -0.7129376  ... -0.5789285  -0.4854476
  0.53004473]"
0134956079,"[-0.83342916 -0.4218263  -0.7388105  ... -0.5320456  -0.47786015
  0.5345127 ]"
0451452380,"[-0.90945363 -0.49762496 -0.38838103 ... -0.4027456  -0.43505603
  0.5190861 ]"
0964718731,"[-0.9096484  -0.42754558 -0.76242274 ... -0.4731165  -0.38817674
  0.4789661 ]"
0385720297,"[-0.90843695 -0.40634954 -0.38425818 ... -0.04603468 -0.4035997
  0.5536485 ]"
0399143815,"[-0.8822891  -0.40600124 -0.40776554 ... -0.56244177 -0.46902508
  0.46717188]"
0810928795,"[-0.8887676  -0.4541902  -0.79327404 ... -0.52302885 -0.43453783
  0.43077412]"
0671578375,"[-0.87974477 -0.28263125 -0.20234783 ... -0.52866673 -0.43686965
  0.49155256]"
0451459245,"[-0.85053605 -0.28105882  0.344794   ... -0.5807838  -0.4771661
  0.4887028 ]"
0446610100,"[-0.8441258  -0.28073934 -0.24698396 ... -0.46933448 -0.43552983
  0.48671606]"
1586606859,"[-0.7868876  -0.35233998 -0.06565484 ... -0.5615101  -0.4743888
  0.5031157 ]"
1581342675,"[-0.847782   -0.2817492  -0.24699521 ... -0.5028948  -0.44080505
  0.44284287]"
0312966970,"[-0.7566807  -0.28680456  0.3796233  ... -0.5729603  -0.48800954
  0.5248978 ]"
1576732371,"[-0.88214046 -0.28636318  0.33256698 ... -0.46933448 -0.43552983
  0.48671606]"
0345352238,"[-0.89152324 -0.34293202 -0.42013958 ... -0.54384834 -0.47100672
  0.5217349 ]"
0345334310,"[-0.7255238  -0.19706775  0.6192247  ... -0.51647323 -0.43499112
  0.49718618]"
1561795623,"[-0.81877077 -0.2525006   0.11774592 ... -0.4027456  -0.43505603
  0.5190861 ]"
0671876015,"[-0.8510835  -0.3865237  -0.7640404  ... -0.5789285  -0.4854476
  0.53004473]"
0812533666,"[-0.9484721  -0.5317591  -0.82491136 ... -0.55344576 -0.44103533
  0.4721931 ]"
1557484279,"[-0.9052484  -0.37703013 -0.60647    ... -0.5779581  -0.48101023
  0.506118  ]"
0679766758,"[-0.76779014 -0.10658855  0.70149624 ... -0.5522642  -0.47046882
  0.47848067]"
1551664755,"[-0.8332705  -0.51827186 -0.7951741  ... -0.56497514 -0.47539926
  0.52548456]"
1551663074,"[-0.7426457  -0.11541179  0.55135584 ... -0.57569045 -0.4808751
  0.5088386 ]"
3442450144,"[-0.94817036 -0.38466755 -0.18786617 ... -0.54384834 -0.47100672
  0.5217349 ]"
0966611705,"[-0.71242326 -0.30757257  0.30096105 ... -0.512617   -0.44719544
  0.4810125 ]"
0965036103,"[-0.7227535  -0.11291881  0.61946034 ... -0.55348366 -0.4502784
  0.4716739 ]"
0884192504,"[-0.8784536  -0.48772    -0.8834922  ... -0.46022546 -0.44268882
  0.5184075 ]"
0884191958,"[-0.78715616 -0.24572055 -0.23235074 ... -0.5067335  -0.4379256
  0.4542572 ]"
0847407012,"[-0.8270353  -0.1998906  -0.21115533 ... -0.46022546 -0.44268882
  0.5184075 ]"
0842373608,"[-0.8435456  -0.3359676  -0.5428026  ... -0.46022546 -0.44268882
  0.5184075 ]"
0834116286,"[-0.88929695 -0.4050784  -0.74321944 ... -0.56497514 -0.47539926
  0.52548456]"
0394577736,"[-0.8255828  -0.1947623   0.58040327 ... -0.46933448 -0.43552983
  0.48671606]"
0425175006,"[-0.91205907 -0.39342508 -0.65999097 ... -0.54384834 -0.47100672
  0.5217349 ]"
0345426274,"[-0.635108   -0.0763903   0.81728566 ... -0.5258696  -0.4621476
  0.4933698 ]"
0816137927,"[-0.8693775  -0.3239224  -0.13255164 ... -0.5615101  -0.4743888
  0.5031157 ]"
0553212761,"[-0.73374146 -0.22569598  0.15572912 ... -0.51618946 -0.4430714
  0.47404528]"
044012929X,"[-0.7665015  -0.28948423  0.30016407 ... -0.53113914 -0.4401348
  0.47272828]"
0345367421,"[-0.7743298  -0.25296548  0.4128575  ... -0.46933448 -0.43552983
  0.48671606]"
080215185X,"[-0.9111882  -0.41045165 -0.7684056  ... -0.46933448 -0.43552983
  0.48671606]"
8806155873,"[-0.8590626  -0.34294543 -0.2670102  ... -0.54384834 -0.47100672
  0.5217349 ]"
0670858722,"[-0.79461914 -0.24962105  0.44101116 ... -0.52574384 -0.43766257
  0.47331983]"
0671680900,"[-0.7732018  -0.2472929   0.3310912  ... -0.55333614 -0.46308547
  0.52222294]"
0553562967,"[-0.8145504  -0.2109458   0.45244575 ... -0.57925785 -0.4769562
  0.49648204]"
067141691X,"[-0.85010916 -0.32363215  0.20848642 ... -0.5500408  -0.4691263
  0.5238743 ]"
0804110379,"[-0.9286599  -0.43362105 -0.6647834  ... -0.5543861  -0.45834333
  0.49015316]"
0553574523,"[-0.9303358  -0.4677627  -0.77406055 ... -0.4551339  -0.4195797
  0.5123444 ]"
0312971346,"[-0.8585807  -0.3192883  -0.05032375 ... -0.5729603  -0.48800954
  0.5248978 ]"
055356708X,"[-0.56769675 -0.09474867  0.07889719 ... -0.56110716 -0.5074415
  0.52520174]"
0399147101,"[-0.77173424 -0.17342342  0.22276792 ... -0.54384834 -0.47100672
  0.5217349 ]"
0553443968,"[-0.8060154  -0.30673277 -0.5368366  ... -0.56497514 -0.47539926
  0.52548456]"
0060958022,"[-0.8483982  -0.2645105  -0.06100691 ... -0.5432278  -0.4462272
  0.4748135 ]"
0385474016,"[-0.87605095 -0.5126375  -0.91694516 ... -0.5825643  -0.48754272
  0.50954723]"
0380804700,"[-0.9233144  -0.5551853  -0.84074074 ... -0.54384834 -0.47100672
  0.5217349 ]"
0500280673,"[-0.91823727 -0.45063272 -0.8973436  ... -0.55167156 -0.42931268
  0.45742026]"
0553218506,"[-0.9018567  -0.3985555  -0.7327213  ... -0.56497514 -0.47539926
  0.52548456]"
0451170156,"[-0.81589496 -0.25926548  0.03631241 ... -0.4027456  -0.43505603
  0.5190861 ]"
0445209763,"[-0.84116435 -0.23152184 -0.1395143  ... -0.56497514 -0.47539926
  0.52548456]"
8806143042,"[-0.88390785 -0.30730224 -0.5310653  ... -0.5443953  -0.4846659
  0.4853188 ]"
0156658992,"[-0.8615525  -0.48055232 -0.81278473 ... -0.54384834 -0.47100672
  0.5217349 ]"
0425192857,"[-0.8313182  -0.22429562  0.16444963 ... -0.57569045 -0.4808751
  0.5088386 ]"
039570751X,"[-0.84667194 -0.52408653 -0.9219246  ... -0.4551339  -0.4195797
  0.5123444 ]"
0380700603,"[-0.78638977 -0.21861891  0.35823017 ... -0.46933448 -0.43552983
  0.48671606]"
0373870620,"[-0.78925323 -0.23725054  0.15367973 ... -0.56497514 -0.47539926
  0.52548456]"
0029281113,"[-0.7027194  -0.4263027  -0.9702479  ... -0.04603468 -0.4035997
  0.5536485 ]"
0373870582,"[-0.76530576 -0.21721688 -0.13800459 ... -0.56497514 -0.47539926
  0.52548456]"
0345338545,"[-0.8732936  -0.34500578 -0.67665803 ... -0.52574384 -0.43766257
  0.47331983]"
0375701044,"[-0.95783764 -0.64123315 -0.92697084 ... -0.5715631  -0.46387953
  0.49716848]"
0373870566,"[-0.8145226  -0.20823763 -0.08936772 ... -0.56497514 -0.47539926
  0.52548456]"
0316158720,"[-0.90032107 -0.45132658 -0.823681   ... -0.46933448 -0.43552983
  0.48671606]"
0373870361,"[-0.8772312  -0.21627903 -0.54477996 ... -0.56497514 -0.47539926
  0.52548456]"
0373870353,"[-0.5910435   0.02856614  0.2320677  ... -0.56497514 -0.47539926
  0.52548456]"
0373825803,"[-0.7853733  -0.2917998  -0.21991517 ... -0.56497514 -0.47539926
  0.52548456]"
0590453661,"[-0.7505602  -0.16411062 -0.536903   ... -0.4027456  -0.43505603
  0.5190861 ]"
0373823053,"[-0.89478934 -0.44711566 -0.5708049  ... -0.56497514 -0.47539926
  0.52548456]"
0553582135,"[-0.8606292  -0.54355824 -0.72247756 ... -0.5770392  -0.48636815
  0.5059441 ]"
0373650078,"[-0.8693953  -0.37810615 -0.6013202  ... -0.56497514 -0.47539926
  0.52548456]"
037351185X,"[-0.73580945 -0.2004883   0.32299528 ... -0.56497514 -0.47539926
  0.52548456]"
0345418832,"[-0.90991724 -0.4198758  -0.49285758 ... -0.54384834 -0.47100672
  0.5217349 ]"
0373511310,"[-0.9384302  -0.47770423 -0.8369529  ... -0.56497514 -0.47539926
  0.52548456]"
0373483775,"[-0.8824084  -0.5625512  -0.93226904 ... -0.56497514 -0.47539926
  0.52548456]"
0684869829,"[-0.82601815 -0.2582957   0.2662085  ... -0.5258696  -0.4621476
  0.4933698 ]"
0440237416,"[-0.7537677  -0.18275553  0.23762259 ... -0.5443953  -0.4846659
  0.4853188 ]"
037325637X,"[-0.8365     -0.41864425 -0.5194874  ... -0.56497514 -0.47539926
  0.52548456]"
039914210X,"[-0.87977153 -0.48136178 -0.4552507  ... -0.54384834 -0.47100672
  0.5217349 ]"
0373223374,"[-0.85150504 -0.31483617 -0.6705426  ... -0.56058794 -0.47858295
  0.4998185 ]"
0373194889,"[-0.8417288  -0.4663721  -0.8993708  ... -0.56497514 -0.47539926
  0.52548456]"
0373194560,"[-0.87057745 -0.46280384 -0.52766716 ... -0.56497514 -0.47539926
  0.52548456]"
0373193572,"[-0.77230966 -0.34762883 -0.16725534 ... -0.56497514 -0.47539926
  0.52548456]"
0373193262,"[-0.81484735 -0.51884294 -0.94400007 ... -0.56497514 -0.47539926
  0.52548456]"
0373173121,"[-0.9313226  -0.5155192  -0.5489285  ... -0.56497514 -0.47539926
  0.52548456]"
0373167288,"[-0.8281011  -0.34589478 -0.47876602 ... -0.56497514 -0.47539926
  0.52548456]"
0373120478,"[-0.91065943 -0.4661878  -0.82450706 ... -0.56497514 -0.47539926
  0.52548456]"
0373076029,"[-0.88341975 -0.38663042 -0.72281855 ... -0.56497514 -0.47539926
  0.52548456]"
0373034024,"[-0.87478364 -0.4019014  -0.37731537 ... -0.56497514 -0.47539926
  0.52548456]"
0312955472,"[-0.9149461  -0.34242684 -0.50948024 ... -0.46933448 -0.43552983
  0.48671606]"
0061083410,"[-0.915848   -0.48019126 -0.79787576 ... -0.56824577 -0.4509524
  0.46405575]"
0030576415,"[-0.7626651  -0.1960388   0.43953913 ... -0.5696159  -0.4921744
  0.48985943]"
0002005018,"[-0.863718   -0.3533148  -0.30779684 ... -0.5432278  -0.4462272
  0.4748135 ]"
